name,player_id,pitch_type,pitch_result,atbat_result,start_speed,z0,x0,pfx_x,pfx_z,px,pz,break_angle,break_length,spin_rate,spin_dir,zone,balls,strikes,outs,play,game_date,inning,inning_topbot,tfs,tfs_zulu,catcher,umpire,umpire_name,stolen_base_attempt,stolen_base_success,batted_ball_type,,angle,batted_ball_velocity,direction,hc_x,hc_y,pitch_id,distance_feet
"John Lackey                   ",407793,FT,"Called Strike",Single,"91.5      ",5.879,-2.248,"-9.8                ","4.82                ",0.429,"2.678               ","32.3      ","6.5       ","2136.013  ","243.621   ","6 ",1,1,0,"Ryan Zimmerman singles on a ground ball to center fielder Jason Heyward.  ",2015-08-31,6,top,015342,2015-09-01T01:53:42Z,425877,427534,"Bill Welke",0,0,,,0.0,103.0,,128.6400,76.7400,345,255.0
"John Lackey                   ",407793,FC,Ball,Single,"83.4      ",6.29,-1.669,"-0.14               ","-2.75               ",1.722,"0.961               ","-1.9      ","10.1      ","481.178   ","356.997   ",14,1,2,0,"Ryan Zimmerman singles on a ground ball to center fielder Jason Heyward.  ",2015-08-31,6,top,015359,2015-09-01T01:53:59Z,425877,427534,"Bill Welke",0,0,,,0.0,103.0,,128.6400,76.7400,346,255.0
"John Lackey                   ",407793,CH,Ball,Lineout,"83.3      ",6.221,-1.908,"-10.39              ","3.31                ",-1.238,"1.975               ","27.8      ","8.5       ","1956.208  ","252.071   ",13,1,0,2,"Bryce Harper lines out to center fielder Jason Heyward.  ",2015-08-31,5,top,014317,2015-09-01T01:43:17Z,425877,427534,"Bill Welke",0,0,,,0.0,87.0,,123.2400,83.3400,314,301.0
"John Lackey                   ",407793,FC,"Called Strike",Lineout,"82.5      ",6.438,-1.88,"3.86                ","2.05                ",0.445,"2.921               ","-12.4     ","8.3       ","776.424   ","118.523   ","3 ",2,0,2,"Bryce Harper lines out to center fielder Jason Heyward.  ",2015-08-31,5,top,014349,2015-09-01T01:43:49Z,425877,427534,"Bill Welke",0,0,,,0.0,87.0,,123.2400,83.3400,315,301.0
"John Lackey                   ",407793,FT,Ball,Lineout,"91.2      ",6.023,-2.231,"-5.02               ","4.61                ",-0.369,"3.807               ","17.8      ","5.7       ","1343.958  ","227.202   ",11,0,0,2,"Bryce Harper lines out to center fielder Jason Heyward.  ",2015-08-31,5,top,014300,2015-09-01T01:43:00Z,425877,427534,"Bill Welke",0,0,,,0.0,87.0,,123.2400,83.3400,313,301.0
"John Lackey                   ",407793,FC,"In play, no out",Single,"84.9      ",6.371,-1.842,"0.21                ","-1.65               ",0.638,"1.79                ","-2.2      ","9.2       ","294.981   ","7.567     ","9 ",2,2,0,"Ryan Zimmerman singles on a ground ball to center fielder Jason Heyward.  ",2015-08-31,6,top,015424,2015-09-01T01:54:24Z,425877,427534,"Bill Welke",0,0,GB,,0.0,103.0,,128.6400,76.7400,347,255.0
"John Lackey                   ",407793,FT,"In play, no out",Single,"91.2      ",5.871,-2.057,"-10.58              ","6.71                ",0.334,"2.261               ","37.9      ","6.2       ","2436.343  ","237.470   ","6 ",1,0,0,"Yunel Escobar singles on a line drive to right fielder Stephen Piscotty.   Ryan Zimmerman to 3rd.  ",2015-08-31,6,top,015530,2015-09-01T01:55:30Z,425877,427534,"Bill Welke",0,0,LD,,0.0,101.0,,179.9900,89.9500,352,296.0
"John Lackey                   ",407793,FT,"Called Strike",Groundout,"91.5      ",5.972,-2.287,"-10.83              ","2.46                ",-0.288,"2.921               ","31.8      ","7.5       ","2171.567  ","256.990   ","1 ",0,0,0,"Yunel Escobar grounds out, shortstop Jhonny Peralta to first baseman Mark Reynolds.  ",2015-08-31,4,top,010954,2015-09-01T01:09:54Z,425877,427534,"Bill Welke",0,0,,,0.0,98.0,,112.4300,156.5200,188,0.0
"John Lackey                   ",407793,FT,Foul,Strikeout,"91.7      ",5.799,-2.244,"-12.74              ","2.1                 ",-0.178,"1.919               ","35.6      ","8.1       ","2534.778  ","260.460   ","8 ",0,1,0,"Gio Gonzalez strikes out swinging.  ",2015-08-31,3,top,005042,2015-09-01T00:50:42Z,425877,427534,"Bill Welke",0,0,,,,,,0.0000,0.0000,126,
"John Lackey                   ",407793,FT,Ball,Flyout,"92.5      ",5.927,-1.95,"-12.07              ","3.24                ",2.15,"2.272               ","33.8      ","7.4       ","2441.170  ","254.802   ",14,0,1,0,"Ian Desmond flies out to center fielder Jason Heyward.  ",2015-08-31,2,top,003623,2015-09-01T00:36:23Z,425877,427534,"Bill Welke",0,0,,,0.0,94.0,,118.3700,68.1000,77,360.0
"John Lackey                   ",407793,FC,"Swinging Strike",Flyout,"84.4      ",6.408,-1.582,"-1.46               ","-0.94               ",1.362,"2.071               ","1.5       ","9.0       ","309.325   ","301.390   ",14,1,1,0,"Ian Desmond flies out to center fielder Jason Heyward.  ",2015-08-31,2,top,003639,2015-09-01T00:36:39Z,425877,427534,"Bill Welke",0,0,,,0.0,94.0,,118.3700,68.1000,78,360.0
"John Lackey                   ",407793,FT,"Called Strike",Flyout,"92.0      ",5.95,-2.059,"-12.69              ","2.79                ",0.459,"1.844               ","35.5      ","7.9       ","2526.855  ","257.437   ","9 ",0,0,0,"Ian Desmond flies out to center fielder Jason Heyward.  ",2015-08-31,2,top,003611,2015-09-01T00:36:11Z,425877,427534,"Bill Welke",0,0,,,0.0,94.0,,118.3700,68.1000,76,360.0
"John Lackey                   ",407793,FT,"Called Strike","Field Error","94.2      ",6.049,-2.35,"-8.65               ","6.76                ",0.053,"2.189               ","35.6      ","5.3       ","2233.929  ","231.830   ","5 ",0,0,2,"Bryce Harper reaches on a fielding error by second baseman Kolten Wong.  ",2015-08-31,1,top,001959,2015-09-01T00:19:59Z,425877,427534,"Bill Welke",0,0,,,0.0,103.0,,143.7800,158.0500,18,0.0
"John Lackey                   ",407793,FC,Ball,Lineout,"85.1      ",6.273,-1.799,"-0.6                ","0.5                 ",0.689,"0.979               ","-.2       ","8.3       ","148.584   ","227.765   ",14,0,1,2,"Michael Taylor lines out to second baseman Kolten Wong.  ",2015-08-31,2,top,003955,2015-09-01T00:39:55Z,425877,427534,"Bill Welke",0,0,,,0.0,89.0,,140.5300,154.4900,93,0.0
"John Lackey                   ",407793,FF,"In play, out(s)",Flyout,"91.1      ",6.387,-1.876,"-1.580              ","7.650               ",-0.083,"3.350               ","5.6       ","4.3       ","1552.786  ","191.608   ","2 ",3,2,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015647,2015-08-27T01:56:47Z,425877,573596,"Pat Hoberg",0,0,FB,,0.0,95.0,,58.9500,101.6400,65,329.0
"John Lackey                   ",407793,FT,"Called Strike",Flyout,"91.4      ",5.966,-1.749,"-9.851              ","4.390               ",-0.586,"3.108               ","33.7      ","6.7       ","2122.886  ","245.781   ","1 ",2,0,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015419,2015-08-27T01:54:19Z,425877,573596,"Pat Hoberg",0,0,,,0.0,95.0,,58.9500,101.6400,60,329.0
"John Lackey                   ",407793,FT,Foul,Flyout,"91.7      ",5.836,-1.839,"-9.646              ","3.578               ",-0.762,"2.045               ","31.6      ","6.9       ","2036.046  ","249.436   ",13,2,1,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015436,2015-08-27T01:54:36Z,425877,573596,"Pat Hoberg",0,0,,,0.0,95.0,,58.9500,101.6400,61,329.0
"John Lackey                   ",407793,FT,"Foul (Runner Going)",Flyout,"92.3      ",5.891,-1.934,"-7.382              ","5.780               ",-0.877,"3.305               ","30.0      ","5.5       ","1876.876  ","231.748   ",11,3,2,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015606,2015-08-27T01:56:06Z,425877,573596,"Pat Hoberg",0,0,,,0.0,95.0,,58.9500,101.6400,64,329.0
"John Lackey                   ",407793,FC,Ball,Groundout,"83.9      ",6.388,-1.991,"3.559               ","1.994               ",1.046,"0.933               ","-12.0     ","8.2       ","739.919   ","119.853   ",14,0,0,2,"Nick Ahmed grounds out, second baseman Kolten Wong to first baseman Mark Reynolds.  ",2015-08-26,7,bot,033911,2015-08-27T03:39:11Z,425877,573596,"Pat Hoberg",0,0,,,0.0,94.0,,147.8800,145.3400,414,0.0
"John Lackey                   ",407793,FF,Ball,Walk,"92.5      ",6.263,-2.325,"-4.125              ","7.497               ",-1.561,"3.305               ","20.2      ","4.4       ","1717.189  ","208.688   ",11,2,2,0,"Jake Lamb walks.  ",2015-08-26,2,bot,020936,2015-08-27T02:09:36Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,104,
"John Lackey                   ",407793,FF,"Called Strike",Strikeout,"92.5      ",6.161,-2.373,"-2.049              ","8.681               ",-0.606,"2.653               ","9.1       ","3.8       ","1793.612  ","193.223   ","4 ",0,0,1,"Jake Lamb strikes out swinging.  ",2015-08-26,4,bot,024135,2015-08-27T02:41:35Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,216,
"John Lackey                   ",407793,FF,Ball,"Pop Out","91.2      ",6.232,-1.590,"-3.330              ","8.918               ",1.812,"2.042               ","13.3      ","4.0       ","1885.468  ","200.388   ",14,1,1,2,"Nick Ahmed pops out to third baseman Matt Carpenter in foul territory.  ",2015-08-26,4,bot,024536,2015-08-27T02:45:36Z,425877,573596,"Pat Hoberg",0,0,,,,,,100.1100,190.5700,232,
"John Lackey                   ",407793,FF,Ball,Strikeout,"91.5      ",6.145,-1.939,"-3.112              ","8.821               ",0.852,"2.054               ","13.1      ","4.0       ","1860.530  ","199.351   ",14,0,0,0,"Paul Goldschmidt strikes out swinging.  ",2015-08-26,6,bot,031434,2015-08-27T03:14:34Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,326,
"John Lackey                   ",407793,FC,"Called Strike",Strikeout,"84.4      ",6.342,-1.976,"3.946               ","0.361               ",0.795,"3.231               ","-12.5     ","8.3       ","737.402   ","95.897    ",12,1,1,2,"David Peralta strikes out on a foul tip.  ",2015-08-26,3,bot,022932,2015-08-27T02:29:32Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,178,
"John Lackey                   ",407793,CH,"Ball In Dirt",Strikeout,"84.0      ",6.232,-1.876,"-9.334              ","5.706               ",-0.439,"0.926               ","28.0      ","7.4       ","1986.305  ","238.346   ",13,0,1,2,"David Peralta strikes out on a foul tip.  ",2015-08-26,3,bot,022912,2015-08-27T02:29:12Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,177,
"John Lackey                   ",407793,CU,"Called Strike",Strikeout,"78.7      ",6.614,-2.127,"6.376               ","-5.683              ",-0.710,"2.644               ","-12.4     ","12.3      ","1438.269  ","48.563    ",11,0,0,2,"David Peralta strikes out on a foul tip.  ",2015-08-26,3,bot,022857,2015-08-27T02:28:57Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,176,
"John Lackey                   ",407793,FF,Foul,Strikeout,"93.8      ",6.305,-1.798,"-3.649              ","10.244              ",0.058,"1.877               ","21.7      ","3.3       ","2212.509  ","199.536   ","8 ",0,2,1,"Jake Lamb strikes out swinging.  ",2015-08-26,4,bot,024211,2015-08-27T02:42:11Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,218,
"John Lackey                   ",407793,FF,Foul,Strikeout,"92.5      ",6.213,-2.063,"-3.280              ","9.913               ",1.158,"2.957               ","15.6      ","3.4       ","2093.805  ","198.237   ",12,0,1,1,"Jake Lamb strikes out swinging.  ",2015-08-26,4,bot,024149,2015-08-27T02:41:49Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,217,
"John Lackey                   ",407793,FC,Ball,"Pop Out","83.7      ",6.306,-1.660,"3.202               ","0.767               ",2.097,"1.057               ","-10.9     ","8.7       ","595.958   ","104.294   ",14,0,1,2,"Nick Ahmed pops out to third baseman Matt Carpenter in foul territory.  ",2015-08-26,4,bot,024516,2015-08-27T02:45:16Z,425877,573596,"Pat Hoberg",0,0,,,,,,100.1100,190.5700,231,
"John Lackey                   ",407793,FT,"Called Strike",Single,"92.1      ",5.837,-2.351,"-10.761             ","-0.081              ",-0.183,"3.311               ","28.4      ","8.2       ","2111.907  ","270.216   ","2 ",0,0,2,"Paul Goldschmidt singles on a ground ball to center fielder Tommy Pham.   Patrick Corbin to 2nd.  ",2015-08-26,3,bot,022801,2015-08-27T02:28:01Z,425877,573596,"Pat Hoberg",0,0,,,0.0,94.0,,129.0800,99.6100,170,253.0
"John Lackey                   ",407793,FF,"Called Strike",Double,"93.2      ",6.186,-2.239,"-4.239              ","10.544              ",-0.924,"2.801               ","26.3      ","3.3       ","2275.062  ","201.826   ",11,0,0,2,"Jarrod Saltalamacchia doubles (10) on a sharp line drive to right fielder Jason Heyward.  ",2015-08-26,4,bot,024326,2015-08-27T02:43:26Z,425877,573596,"Pat Hoberg",0,0,,,0.0,99.0,,176.8500,56.9200,224,387.0
"John Lackey                   ",407793,FF,Ball,Walk,"90.7      ",6.175,-2.206,"-4.405              ","8.860               ",0.941,"2.078               ","18.6      ","4.3       ","1944.036  ","206.326   ",14,0,0,0,"Jake Lamb walks.  ",2015-08-26,2,bot,020817,2015-08-27T02:08:17Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,100,
"John Lackey                   ",407793,FF,"Called Strike",Strikeout,"89.9      ",6.293,-2.426,"-2.729              ","9.483               ",-0.621,"3.178               ","13.5      ","3.8       ","1944.869  ","195.988   ","1 ",0,0,0,"Patrick Corbin strikes out swinging.  ",2015-08-26,5,bot,025536,2015-08-27T02:55:36Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,266,
"John Lackey                   ",407793,FC,"Called Strike",Strikeout,"83.1      ",6.462,-1.898,"2.814               ","-0.262              ",0.671,"2.556               ","-8.7      ","8.8       ","512.720   ","85.669    ","6 ",1,0,0,"Paul Goldschmidt strikes out swinging.  ",2015-08-26,6,bot,031449,2015-08-27T03:14:49Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,327,
"John Lackey                   ",407793,FF,Ball,Groundout,"92.4      ",6.224,-2.095,"-2.339              ","7.669               ",-1.129,"2.678               ","11.0      ","4.2       ","1612.868  ","196.879   ",11,0,2,2,"Aaron Hill grounds out, shortstop Jhonny Peralta to first baseman Mark Reynolds.  ",2015-08-26,6,bot,031747,2015-08-27T03:17:47Z,425877,573596,"Pat Hoberg",0,0,,,0.0,77.0,,110.2800,159.5700,340,0.0
"John Lackey                   ",407793,FC,Ball,Strikeout,"83.8      ",6.316,-1.759,"3.351               ","0.262               ",1.345,"0.733               ","-10.5     ","8.8       ","610.521   ","95.285    ",14,1,1,0,"Paul Goldschmidt strikes out swinging.  ",2015-08-26,6,bot,031502,2015-08-27T03:15:02Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,328,
"John Lackey                   ",407793,FC,"Swinging Strike",Strikeout,"83.1      ",6.404,-1.750,"5.268               ","-0.787              ",1.089,"2.018               ","-14.4     ","9.3       ","964.809   ","82.015    ",14,2,2,0,"Paul Goldschmidt strikes out swinging.  ",2015-08-26,6,bot,031548,2015-08-27T03:15:48Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,330,
"John Lackey                   ",407793,CU,"Swinging Strike",Groundout,"78.2      ",6.584,-1.966,"5.234               ","-4.404              ",0.197,"1.794               ","-11.0     ","11.8      ","1152.107  ","50.277    ","8 ",1,0,2,"Nick Ahmed grounds out, second baseman Kolten Wong to first baseman Mark Reynolds.  ",2015-08-26,7,bot,033929,2015-08-27T03:39:29Z,425877,573596,"Pat Hoberg",0,0,,,0.0,94.0,,147.8800,145.3400,415,0.0
"John Lackey                   ",407793,FF,"In play, no out",Double,"92.1      ",6.098,-2.088,"-4.586              ","7.576               ",0.149,"3.957               ","21.1      ","4.3       ","1781.447  ","211.052   ",12,0,2,2,"Jarrod Saltalamacchia doubles (10) on a sharp line drive to right fielder Jason Heyward.  ",2015-08-26,4,bot,024410,2015-08-27T02:44:10Z,425877,573596,"Pat Hoberg",0,0,LD,,0.0,99.0,,176.8500,56.9200,226,387.0
"John Lackey                   ",407793,FF,"In play, run(s)","Home Run","91.6      ",6.359,-2.213,"-3.486              ","8.523               ",-0.714,"3.000               ","17.4      ","4.0       ","1843.509  ","202.150   ",11,0,1,2,"Paul Goldschmidt homers (25) on a fly ball to left center field.  ",2015-08-26,1,bot,015208,2015-08-27T01:52:08Z,425877,573596,"Pat Hoberg",0,0,FB,,30.0,111.0,,68.1000,20.3300,48,471.0
"John Lackey                   ",407793,FT,Foul,Groundout,"92.6      ",5.941,-2.104,"-7.678              ","3.480               ",0.508,"2.377               ","25.5      ","6.3       ","1698.892  ","245.375   ","6 ",0,1,2,"Aaron Hill grounds out, shortstop Jhonny Peralta to first baseman Mark Reynolds.  ",2015-08-26,6,bot,031719,2015-08-27T03:17:19Z,425877,573596,"Pat Hoberg",0,0,,,0.0,77.0,,110.2800,159.5700,339,0.0
"John Lackey                   ",407793,FC,Foul,Walk,"84.6      ",6.524,-2.253,"3.375               ","3.495               ",0.260,"1.937               ","-12.4     ","7.3       ","898.246   ","136.381   ","9 ",2,1,0,"Jake Lamb walks.  ",2015-08-26,2,bot,020911,2015-08-27T02:09:11Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,103,
"John Lackey                   ",407793,CU,"Foul Tip",Strikeout,"79.9      ",6.571,-1.895,"5.245               ","-4.095              ",-0.347,"1.162               ","-11.1     ","11.3      ","1149.231  ","52.377    ",13,1,2,2,"David Peralta strikes out on a foul tip.  ",2015-08-26,3,bot,023000,2015-08-27T02:30:00Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,179,
"John Lackey                   ",407793,FC,Foul,"Pop Out","84.3      ",6.434,-1.818,"1.395               ","2.233               ",-0.253,"1.908               ","-5.3      ","7.8       ","486.096   ","148.546   ","7 ",0,0,2,"Nick Ahmed pops out to third baseman Matt Carpenter in foul territory.  ",2015-08-26,4,bot,024448,2015-08-27T02:44:48Z,425877,573596,"Pat Hoberg",0,0,,,,,,100.1100,190.5700,230,
"John Lackey                   ",407793,FC,"Swinging Strike",Strikeout,"85.6      ",6.378,-1.678,"1.826               ","3.226               ",1.329,"1.129               ","-8.1      ","7.3       ","692.440   ","150.845   ",14,0,2,1,"Jake Lamb strikes out swinging.  ",2015-08-26,4,bot,024258,2015-08-27T02:42:58Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,220,
"John Lackey                   ",407793,FC,"Swinging Strike",Strikeout,"83.3      ",6.474,-2.035,"2.932               ","-2.698              ",0.285,"2.278               ","-8.0      ","9.8       ","718.153   ","47.896    ","6 ",1,2,0,"Patrick Corbin strikes out swinging.  ",2015-08-26,5,bot,025625,2015-08-27T02:56:25Z,425877,573596,"Pat Hoberg",0,0,,,,,,0.0000,0.0000,269,
"John Lackey                   ",407793,FC,"Swinging Strike",Groundout,"83.8      ",6.381,-1.833,"5.469               ","0.582               ",1.592,"1.569               ","-16.3     ","8.8       ","1002.669  ","96.569    ",14,0,0,2,"Aaron Hill grounds out, shortstop Jhonny Peralta to first baseman Mark Reynolds.  ",2015-08-26,6,bot,031714,2015-08-27T03:17:14Z,425877,573596,"Pat Hoberg",0,0,,,0.0,77.0,,110.2800,159.5700,338,0.0
"John Lackey                   ",407793,FF,"Ball In Dirt",Flyout,"91.4      ",5.940,-1.755,"-3.169              ","10.482              ",-0.009,"0.501               ","17.1      ","3.6       ","2173.712  ","196.756   ",13,0,0,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015339,2015-08-27T01:53:39Z,425877,573596,"Pat Hoberg",0,0,,,0.0,95.0,,58.9500,101.6400,58,329.0
"John Lackey                   ",407793,FT,Ball,Single,"90.2      ",6.064,-2.413,"-6.991              ","5.441               ",-1.446,"2.226               ","26.6      ","5.9       ","1749.494  ","231.894   ",13,1,1,0,"Patrick Corbin singles on a ground ball to right fielder Jason Heyward.  ",2015-08-26,3,bot,022429,2015-08-27T02:24:29Z,425877,573596,"Pat Hoberg",0,0,,,0.0,97.0,,186.5100,114.8500,153,227.0
"John Lackey                   ",407793,FF,"Called Strike",Single,"89.8      ",6.242,-2.306,"-1.633              ","9.812               ",-0.753,"2.250               ","7.2       ","3.7       ","1946.737  ","189.405   ",11,2,0,0,"Ender Inciarte singles on a line drive to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015016,2015-08-27T01:50:16Z,425877,573596,"Pat Hoberg",0,0,,,0.0,86.0,,92.4900,97.0600,37,238.0
"John Lackey                   ",407793,FC,"Swinging Strike (Blocked)",Lineout,"84.6      ",6.342,-1.705,"3.426               ","1.861               ",0.322,"0.936               ","-11.1     ","8.1       ","715.651   ","119.113   ",14,0,1,1,"A.  J.   Pollock lines out to right fielder Jason Heyward.  ",2015-08-26,3,bot,022710,2015-08-27T02:27:10Z,425877,573596,"Pat Hoberg",0,0,,,0.0,102.0,,193.1100,86.9000,165,355.0
"John Lackey                   ",407793,FF,"Called Strike",Single,"89.9      ",6.277,-2.365,"-3.252              ","8.239               ",-0.858,"2.891               ","14.6      ","4.4       ","1736.106  ","201.443   ",11,1,0,0,"Patrick Corbin singles on a ground ball to right fielder Jason Heyward.  ",2015-08-26,3,bot,022416,2015-08-27T02:24:16Z,425877,573596,"Pat Hoberg",0,0,,,0.0,97.0,,186.5100,114.8500,152,227.0
"John Lackey                   ",407793,FF,Ball,Single,"89.4      ",6.268,-2.421,"-4.275              ","8.367               ",-1.717,"2.879               ","19.8      ","4.7       ","1812.544  ","206.944   ",11,0,0,0,"Patrick Corbin singles on a ground ball to right fielder Jason Heyward.  ",2015-08-26,3,bot,022404,2015-08-27T02:24:04Z,425877,573596,"Pat Hoberg",0,0,,,0.0,97.0,,186.5100,114.8500,151,227.0
"John Lackey                   ",407793,FT,Ball,Single,"90.6      ",6.227,-2.185,"-6.726              ","8.668               ",1.033,"1.889               ","28.7      ","4.7       ","2153.313  ","217.677   ",14,1,0,0,"Ender Inciarte singles on a line drive to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015001,2015-08-27T01:50:01Z,425877,573596,"Pat Hoberg",0,0,,,0.0,86.0,,92.4900,97.0600,36,238.0
"John Lackey                   ",407793,FC,"Ball In Dirt",Flyout,"85.5      ",6.249,-1.532,"3.546               ","-0.300              ",1.845,"0.780               ","-11.4     ","8.9       ","649.406   ","85.921    ",14,2,2,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015536,2015-08-27T01:55:36Z,425877,573596,"Pat Hoberg",0,0,,,0.0,95.0,,58.9500,101.6400,63,329.0
"John Lackey                   ",407793,FT,Ball,Flyout,"92.1      ",5.791,-2.122,"-9.339              ","5.284               ",-0.803,"1.711               ","33.7      ","6.3       ","2132.132  ","240.314   ",13,1,0,2,"Aaron Hill flies out to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,015357,2015-08-27T01:53:57Z,425877,573596,"Pat Hoberg",0,0,,,0.0,95.0,,58.9500,101.6400,59,329.0
"John Lackey                   ",407793,FF,Ball,Single,"90.0      ",6.167,-2.633,"-3.575              ","9.704               ",-1.592,"2.390               ","18.6      ","4.0       ","2014.112  ","200.142   ",11,0,0,0,"Ender Inciarte singles on a line drive to left fielder Stephen Piscotty.  ",2015-08-26,1,bot,014950,2015-08-27T01:49:50Z,425877,573596,"Pat Hoberg",0,0,,,0.0,86.0,,92.4900,97.0600,35,238.0
"John Lackey                   ",407793,CH,Ball,Lineout,"83.4      ",6.241,-2.032,"-7.450              ","4.778               ",-1.413,"1.789               ","22.2      ","7.5       ","1594.481  ","237.061   ",13,0,1,0,"Ender Inciarte lines out sharply to right fielder Jason Heyward.  ",2015-08-26,3,bot,022540,2015-08-27T02:25:40Z,425877,573596,"Pat Hoberg",0,0,,,0.0,104.0,,199.7200,87.9200,159,356.0
"John Lackey                   ",407793,FT,"Called Strike","Grounded Into DP","91.0      ",5.940,-2.123,"-7.099              ","7.185               ",-0.039,"2.908               ","29.6      ","5.1       ","1997.624  ","224.491   ","2 ",0,0,2,"A.  J.   Pollock grounds into a double play, second baseman Kolten Wong to shortstop Jhonny Peralta to first baseman Mark Reynolds.   Ender Inciarte out at 2nd.  ",2015-08-26,5,bot,025912,2015-08-27T02:59:12Z,425877,573596,"Pat Hoberg",0,0,,,0.0,104.0,,153.9800,152.4600,281,231.0
"John Lackey                   ",407793,FC,"In play, out(s)",Groundout,"84.5      ",6.358,-1.777,"3.983               ","-0.786              ",0.856,"1.931               ","-11.7     ","9.0       ","743.501   ","79.496    ",14,1,2,2,"Aaron Hill grounds out, shortstop Jhonny Peralta to first baseman Mark Reynolds.  ",2015-08-26,6,bot,031803,2015-08-27T03:18:03Z,425877,573596,"Pat Hoberg",0,0,GB,,0.0,77.0,,110.2800,159.5700,341,0.0
"John Lackey                   ",407793,FF,"In play, out(s)",Lineout,"91.0      ",6.224,-2.279,"-3.622              ","10.260              ",-0.383,"2.293               ","18.4      ","3.7       ","2126.920  ","199.371   ","7 ",0,0,1,"Jarrod Saltalamacchia lines out to center fielder Tommy Pham.  ",2015-08-26,7,bot,033834,2015-08-27T03:38:34Z,425877,573596,"Pat Hoberg",0,0,LD,,0.0,101.0,,121.9700,54.3800,410,377.0
"John Lackey                   ",407793,FF,"In play, out(s)","Grounded Into DP","93.4      ",6.062,-1.838,"-5.478              ","8.282               ",0.273,"1.619               ","24.8      ","4.4       ","1984.744  ","213.356   ","9 ",0,2,2,"A.  J.   Pollock grounds into a double play, second baseman Kolten Wong to shortstop Jhonny Peralta to first baseman Mark Reynolds.   Ender Inciarte out at 2nd.  ",2015-08-26,5,bot,030024,2015-08-27T03:00:24Z,425877,573596,"Pat Hoberg",0,0,GB,,0.0,104.0,,153.9800,152.4600,283,231.0
"John Lackey                   ",407793,FT,"In play, out(s)","Grounded Into DP","90.9      ",5.918,-2.208,"-8.308              ","3.215               ",-0.234,"2.504               ","26.3      ","6.8       ","1752.018  ","248.599   ","5 ",0,0,1,"Jarrod Saltalamacchia grounds into a double play, second baseman Kolten Wong to shortstop Jhonny Peralta to first baseman Mark Reynolds.   Jake Lamb out at 2nd.  ",2015-08-26,2,bot,021044,2015-08-27T02:10:44Z,425877,573596,"Pat Hoberg",0,0,GB,,,,,148.3900,155.5100,109,
"John Lackey                   ",407793,FT,"In play, out(s)",Flyout,"93.4      ",5.825,-2.363,"-11.293             ","4.070               ",0.381,"2.749               ","36.8      ","6.8       ","2407.604  ","250.002   ","6 ",0,1,2,"Nick Ahmed flies out to right fielder Jason Heyward.  ",2015-08-26,2,bot,021137,2015-08-27T02:11:37Z,425877,573596,"Pat Hoberg",0,0,FB,,0.0,87.0,,192.1000,119.4300,115,274.0
"John Lackey                   ",407793,FT,"In play, out(s)","Grounded Into DP","90.3      ",6.085,-2.048,"-9.663              ","4.206               ",0.599,"2.288               ","30.1      ","6.9       ","2042.147  ","246.267   ","6 ",0,0,1,"A.  J.   Pollock grounds into a double play, shortstop Jhonny Peralta to second baseman Kolten Wong to first baseman Mark Reynolds.   Ender Inciarte out at 2nd.  ",2015-08-26,1,bot,015109,2015-08-27T01:51:09Z,425877,573596,"Pat Hoberg",0,0,GB,,0.0,98.0,,110.2800,156.0200,42,0.0
